Manufacturer,Year,Potentially Affected,cluster,severity_level,severity_label
"Jaguar Land Rover North America, LLC",2020,6211,2,3,High
"Jayco, Inc.",2020,666,1,1,Low
"Kia America, Inc.",2020,3714,2,3,High
Harley-Davidson Motor Company,1974,5692,0,2,Medium
FREIGHTLINER LLC,1974,368,0,2,Medium
"Daimler Trucks North America, LLC",2020,164326,2,3,High
"Airstream, Inc.",2020,145,1,1,Low
"Gillig, LLC",2020,531,1,1,Low
Hyundai Motor America,2020,272126,2,3,High
"Forest River, Inc.",2020,2,1,1,Low
"Porsche Cars North America, Inc.",2020,14,1,1,Low
"Forest River, Inc.",2020,370,1,1,Low
"Hino Motors Sales U.S.A., Inc.",2020,10,1,1,Low
Volvo Trucks North America,2020,89,1,1,Low
"Volvo Car USA, LLC",2020,308260,2,3,High
"BMW of North America, LLC",2020,16,1,1,Low
"Forest River, Inc.",2020,9,1,1,Low
"Forest River, Inc.",2020,74,1,1,Low
"Forest River, Inc.",2020,59,1,1,Low
APPLEBY MANUFACTURING CO.,1974,20000,0,2,Medium
"PREVOST CAR, INC. Inactive",1974,74,0,2,Medium
"Chrysler (FCA US, LLC)",2020,114,1,1,Low
"Vac-Tron Equipment, LLC",2020,100,1,1,Low
Toyota Motor Engineering & Manufacturing,2020,266638,2,3,High
Triple E Recreational Vehicles,2020,10,1,1,Low
